call_id,rep_id,hcp_id,product_id,call_date,call_type,duration_min,samples_given
C000477,R002,H0064,P002,2026-02-09,F2F,30,4
C000478,R002,H0273,P005,2026-04-05,F2F,28,7
C000479,R002,H0259,P001,2025-12-14,Virtual,14,6
C000480,R002,H0064,P005,2025-06-25,F2F,15,7
C000481,R002,H0298,P001,2025-08-20,Virtual,33,0
C000482,R002,H0204,P004,2026-03-12,F2F,11,3
C000483,R002,H0012,P003,2025-05-05,F2F,32,2
C000484,R002,H0339,P001,2026-02-06,F2F,5,8
C000485,R002,H0019,P003,2025-11-13,F2F,31,6
C000486,R002,H0250,P005,2026-04-09,Virtual,9,0
C000487,R002,H0183,P004,2025-05-09,Virtual,28,7
C000488,R002,H0486,P005,2025-07-10,F2F,32,7
C000489,R002,H0273,P003,2025-12-04,F2F,23,7
C000490,R002,H0144,P002,2026-01-02,F2F,9,8
C000491,R002,H0176,P001,2026-03-09,F2F,12,7
C000492,R002,H0323,P001,2025-12-19,F2F,23,5
C000493,R002,H0064,P005,2026-03-02,F2F,28,4
C000494,R002,H0095,P003,2025-12-29,Virtual,23,0
C000495,R002,H0095,P004,2026-01-04,F2F,9,8
C000496,R002,H0273,P004,2025-09-20,F2F,9,4
C000497,R002,H0204,P002,2025-06-27,Virtual,34,2
C000498,R002,H0104,P002,2026-04-24,Virtual,20,2
C000499,R002,H0143,P001,2025-07-14,Virtual,31,7
C000500,R002,H0007,P003,2025-09-13,F2F,6,2
C000501,R002,H0012,P003,2026-01-27,F2F,5,4
C000502,R002,H0333,P002,2026-01-28,F2F,35,6
C000503,R002,H0273,P001,2025-06-20,F2F,25,6
C000504,R002,H0250,P005,2025-05-05,F2F,5,6
C000505,R002,H0071,P002,2025-06-23,F2F,16,3
C000506,R002,H0245,P004,2026-03-14,F2F,6,3
C000507,R002,H0181,P002,2026-03-06,Virtual,17,2
C000508,R002,H0492,P004,2025-06-07,F2F,29,0
C000509,R002,H0495,P002,2025-09-13,Virtual,19,1
C000510,R002,H0029,P001,2025-06-07,F2F,23,4
C000511,R003,H0152,P004,2026-03-24,F2F,34,0
C000512,R003,H0015,P002,2026-04-18,F2F,8,8
C000513,R003,H0062,P004,2026-01-29,F2F,7,7
C000514,R003,H0412,P003,2026-04-18,F2F,20,1
C000515,R003,H0216,P002,2025-05-13,Virtual,20,6
C000516,R003,H0216,P001,2026-02-01,F2F,20,8
C000517,R003,H0265,P001,2025-10-21,F2F,15,0
C000518,R003,H0432,P005,2026-03-31,F2F,35,8
C000519,R003,H0046,P002,2026-02-21,Virtual,34,1
C000520,R003,H0216,P001,2025-07-12,F2F,25,0
C000521,R003,H0152,P002,2026-04-25,Virtual,5,2
C000522,R003,H0303,P001,2026-03-09,Virtual,31,1
C000523,R003,H0422,P002,2025-08-18,F2F,23,2
C000524,R003,H0268,P004,2025-07-12,F2F,10,5
C000525,R003,H0265,P004,2025-06-21,F2F,29,2
C000526,R003,H0010,P005,2026-01-05,F2F,5,0
C000527,R003,H0158,P005,2026-03-30,F2F,18,7
C000528,R003,H0361,P004,2025-08-01,F2F,24,1
C000529,R003,H0242,P002,2025-08-29,Virtual,8,8
C000530,R003,H0108,P005,2025-05-28,Virtual,8,2
C000531,R003,H0185,P002,2026-04-09,F2F,6,5
C000532,R003,H0361,P004,2025-05-27,Virtual,10,0
C000533,R003,H0246,P002,2025-08-29,F2F,23,5
C000534,R003,H0108,P003,2025-08-30,F2F,32,3
C000535,R003,H0242,P004,2025-12-28,F2F,6,6
C000536,R003,H0303,P001,2026-03-09,F2F,10,6
C000537,R003,H0303,P001,2025-10-31,F2F,11,5
C000538,R003,H0085,P005,2026-04-20,F2F,13,2
C000539,R003,H0062,P004,2025-12-25,F2F,18,2
C000540,R003,H0105,P005,2025-07-20,Virtual,23,8
C000541,R003,H0152,P001,2026-01-23,F2F,32,3
C000542,R003,H0139,P001,2026-02-18,F2F,18,0
C000543,R003,H0046,P003,2025-12-27,F2F,18,8
C000544,R003,H0356,P004,2026-01-09,Virtual,7,8
C000545,R003,H0444,P003,2026-04-08,F2F,10,7
C000546,R003,H0015,P004,2025-12-19,F2F,29,2
C000547,R003,H0015,P004,2026-04-19,F2F,21,0
C000548,R003,H0224,P005,2025-11-13,F2F,19,0
C000549,R003,H0265,P003,2026-02-11,F2F,22,3
C000550,R003,H0185,P002,2025-11-07,F2F,19,7
C000551,R003,H0246,P004,2025-12-21,F2F,7,6
C000552,R003,H0046,P003,2025-09-19,F2F,27,2
C000553,R003,H0356,P005,2025-10-25,F2F,19,0
C000554,R003,H0316,P004,2025-08-27,F2F,18,5
C000555,R003,H0158,P004,2025-05-25,Virtual,16,4
C000556,R003,H0491,P004,2025-10-10,Virtual,19,4
C000557,R003,H0432,P004,2025-12-16,Virtual,22,4
C000558,R003,H0496,P002,2025-05-13,F2F,34,7
C000559,R003,H0108,P005,2026-02-04,F2F,25,4
C000560,R003,H0108,P002,2026-02-18,Virtual,30,7
C000561,R003,H0152,P005,2026-01-01,F2F,9,8
C000562,R003,H0010,P004,2025-05-13,F2F,24,3
C000563,R003,H0171,P002,2025-05-29,Virtual,23,8
C000564,R003,H0450,P001,2026-01-31,F2F,26,1
C000565,R003,H0268,P001,2026-04-07,F2F,17,2
C000566,R003,H0046,P003,2025-10-24,F2F,14,7
C000567,R003,H0139,P003,2025-12-14,F2F,30,7
C000568,R003,H0145,P001,2026-02-25,F2F,9,3
C000569,R003,H0153,P004,2026-03-24,F2F,18,2
C000570,R003,H0361,P004,2025-08-04,F2F,14,8
C000571,R003,H0152,P004,2025-10-01,F2F,8,4
C000572,R003,H0388,P002,2025-11-02,F2F,23,6
C000573,R003,H0108,P003,2026-01-18,F2F,32,4
C000574,R003,H0387,P001,2025-05-30,Virtual,15,7
C000575,R003,H0268,P004,2025-09-17,F2F,18,5
C000576,R003,H0185,P002,2025-09-27,F2F,21,3
C000577,R003,H0246,P004,2025-07-25,F2F,32,5
C000578,R003,H0316,P004,2026-02-21,F2F,31,2
C000579,R003,H0185,P005,2026-01-21,F2F,16,7
C000580,R003,H0198,P001,2025-08-20,Virtual,21,3
C000581,R003,H0212,P003,2025-07-07,F2F,20,5
C000582,R003,H0017,P002,2025-06-30,Virtual,9,2
C000583,R003,H0108,P001,2025-05-10,F2F,29,6
C000584,R003,H0361,P005,2025-06-25,F2F,30,8
C000585,R003,H0133,P004,2025-10-02,F2F,29,1
C000586,R003,H0105,P002,2025-08-11,Virtual,26,5
C000587,R003,H0246,P004,2025-07-14,F2F,35,5
C000588,R003,H0356,P003,2026-02-21,F2F,21,3
C000589,R003,H0303,P004,2026-01-31,F2F,28,1
C000590,R003,H0309,P001,2026-04-10,F2F,10,5
C000591,R003,H0108,P004,2026-01-08,F2F,17,4
C000592,R003,H0185,P002,2026-04-11,F2F,26,1
C000593,R003,H0496,P001,2025-11-19,F2F,27,1
C000594,R003,H0387,P003,2025-11-03,Virtual,15,3
C000595,R003,H0212,P002,2025-09-06,F2F,20,3
C000596,R003,H0444,P005,2025-06-20,F2F,31,1
C000597,R003,H0300,P002,2025-07-31,F2F,24,5
C000598,R003,H0265,P005,2026-03-15,F2F,29,1
C000599,R003,H0056,P005,2026-01-10,F2F,21,4
C000600,R003,H0410,P002,2025-05-17,F2F,33,1
C000601,R003,H0010,P002,2026-02-10,F2F,33,2
C000602,R003,H0017,P005,2025-11-16,F2F,29,1
C000603,R003,H0288,P001,2025-09-12,F2F,23,6
C000604,R003,H0212,P001,2025-05-24,Virtual,31,5
C000605,R003,H0158,P003,2026-03-17,F2F,17,1
C000606,R003,H0373,P003,2025-09-03,Virtual,12,4
C000607,R003,H0098,P001,2025-10-04,F2F,15,2
C000608,R003,H0417,P004,2025-10-14,F2F,19,6
C000609,R003,H0246,P004,2026-04-11,Virtual,15,7
C000610,R003,H0171,P002,2026-02-18,F2F,30,3
C000611,R003,H0010,P002,2025-10-02,F2F,18,8
C000612,R003,H0085,P002,2026-01-11,Virtual,26,7
C000613,R003,H0309,P005,2026-03-23,F2F,34,0
C000614,R003,H0288,P003,2025-08-13,F2F,13,4
C000615,R003,H0234,P005,2025-08-07,F2F,12,4
C000616,R003,H0017,P004,2025-07-21,F2F,9,0
C000617,R003,H0246,P003,2025-09-20,Virtual,25,0
C000618,R003,H0432,P001,2025-06-12,F2F,24,4
C000619,R003,H0487,P002,2025-07-11,Virtual,8,8
C000620,R003,H0265,P003,2025-07-29,Virtual,13,7
C000621,R003,H0487,P001,2026-01-29,F2F,27,1
C000622,R003,H0450,P002,2026-03-07,F2F,31,0
C000623,R003,H0361,P005,2025-08-30,F2F,17,0
C000624,R003,H0108,P004,2025-08-29,F2F,11,2
C000625,R003,H0153,P001,2025-06-11,F2F,20,6
C000626,R003,H0356,P003,2025-09-11,F2F,16,6
C000627,R003,H0410,P001,2025-05-27,Virtual,25,7
C000628,R003,H0479,P003,2025-11-22,Virtual,25,4
C000629,R003,H0292,P003,2025-07-20,Virtual,21,2
C000630,R003,H0268,P002,2025-11-10,Virtual,5,0
C000631,R003,H0158,P005,2026-04-25,Virtual,6,6
C000632,R003,H0145,P005,2025-11-05,Virtual,35,1
C000633,R003,H0309,P001,2026-01-25,F2F,29,7
C000634,R003,H0242,P004,2025-09-14,F2F,28,7
C000635,R003,H0412,P003,2025-09-22,Virtual,18,2
C000636,R003,H0487,P004,2025-07-08,F2F,27,6
C000637,R003,H0388,P005,2025-05-31,F2F,15,3
C000638,R003,H0303,P001,2026-01-14,F2F,14,6
C000639,R003,H0224,P005,2026-02-11,F2F,23,2
C000640,R003,H0422,P004,2025-10-10,F2F,9,4
C000641,R003,H0108,P002,2025-05-23,Virtual,20,4
C000642,R003,H0056,P005,2025-09-12,F2F,21,5
C000643,R003,H0062,P002,2026-01-07,Virtual,22,7
C000644,R003,H0334,P002,2025-07-16,F2F,12,2
C000645,R003,H0185,P004,2025-09-11,Virtual,27,7
C000646,R003,H0410,P002,2025-10-30,F2F,19,7
C000647,R003,H0479,P003,2025-10-26,F2F,11,4
C000648,R003,H0496,P002,2025-07-26,F2F,23,3
C000649,R003,H0242,P003,2026-01-11,F2F,33,5
C000650,R003,H0171,P005,2026-04-14,F2F,17,5
C000651,R003,H0085,P003,2025-06-11,F2F,31,7
C000652,R003,H0412,P003,2025-05-23,F2F,15,2
C000653,R003,H0300,P005,2026-03-26,F2F,15,0
C000654,R003,H0085,P004,2025-09-08,Virtual,12,6
C000655,R003,H0105,P002,2025-08-15,Virtual,17,6
C000656,R003,H0288,P002,2026-04-06,F2F,31,5
C000657,R003,H0493,P004,2025-10-22,F2F,26,3
C000658,R003,H0062,P001,2025-12-26,F2F,7,7
C000659,R003,H0361,P003,2026-04-04,F2F,10,2
C000660,R003,H0370,P004,2025-11-30,F2F,15,7
C000661,R003,H0158,P005,2026-03-06,F2F,32,1
C000662,R003,H0198,P001,2025-11-19,F2F,5,2
C000663,R003,H0417,P003,2025-07-09,F2F,11,1
C000664,R003,H0387,P005,2025-05-14,Virtual,20,2
C000665,R003,H0356,P002,2025-10-02,F2F,9,7
C000666,R003,H0493,P004,2025-07-18,F2F,35,7
C000667,R003,H0145,P003,2025-05-05,F2F,25,6
C000668,R003,H0422,P003,2026-03-28,F2F,33,7
C000669,R003,H0017,P005,2025-08-07,F2F,16,7
C000670,R003,H0309,P004,2025-08-21,F2F,34,7
C000671,R003,H0010,P003,2025-09-28,F2F,35,6
C000672,R003,H0303,P005,2025-08-11,Virtual,24,7
C000673,R003,H0198,P003,2025-11-29,F2F,14,3
C000674,R003,H0334,P002,2025-05-10,F2F,33,4
C000675,R003,H0496,P003,2026-01-13,F2F,30,1
C000676,R003,H0158,P005,2025-08-25,F2F,22,3
C000677,R003,H0152,P001,2025-05-26,F2F,30,7
C000678,R003,H0158,P002,2026-02-12,F2F,21,1
C000679,R003,H0412,P004,2025-06-30,Virtual,34,5
C000680,R003,H0212,P002,2026-03-28,F2F,15,2
C000681,R003,H0361,P005,2025-12-29,F2F,14,8
C000682,R003,H0098,P005,2025-09-14,F2F,27,6
C000683,R003,H0198,P005,2026-01-27,F2F,30,3
C000684,R003,H0017,P001,2025-12-06,F2F,34,6
C000685,R003,H0015,P003,2025-10-21,F2F,17,2
C000686,R003,H0487,P001,2026-03-25,Virtual,33,0
C000687,R003,H0270,P003,2025-11-23,F2F,25,3
C000688,R003,H0288,P004,2026-01-31,F2F,17,2
C000689,R003,H0010,P003,2026-02-01,F2F,12,4
C000690,R003,H0017,P004,2025-05-31,F2F,13,8
C000691,R003,H0185,P002,2026-03-30,F2F,19,4
C000692,R003,H0412,P002,2025-10-21,Virtual,30,8
C000693,R003,H0432,P002,2026-01-20,Virtual,31,5
C000694,R003,H0496,P001,2025-12-04,F2F,7,1
C000695,R003,H0158,P002,2025-07-06,F2F,11,7
C000696,R003,H0265,P004,2026-04-12,F2F,23,8
C000697,R003,H0056,P002,2026-01-11,F2F,19,7
C000698,R003,H0098,P005,2025-07-20,F2F,34,1
C000699,R003,H0387,P002,2026-02-17,F2F,6,8
C000700,R003,H0444,P005,2025-11-07,F2F,16,4
C000701,R003,H0046,P002,2025-07-13,Virtual,30,6
C000702,R003,H0387,P002,2025-10-04,F2F,11,2
C000703,R003,H0158,P005,2025-10-26,F2F,32,0
C000704,R003,H0216,P004,2026-02-11,F2F,11,8
C000705,R003,H0105,P004,2026-02-16,Virtual,29,7
C000706,R003,H0185,P005,2026-04-03,Virtual,35,0
C000707,R003,H0410,P005,2026-01-29,F2F,17,0
C000708,R003,H0046,P004,2025-05-13,F2F,17,4
C000709,R003,H0224,P004,2025-06-20,Virtual,14,2
C000710,R003,H0432,P003,2025-06-15,Virtual,14,6
C000711,R003,H0356,P003,2025-10-14,Virtual,5,0
C000712,R003,H0015,P004,2025-07-12,F2F,33,5
C000713,R003,H0268,P001,2025-07-01,F2F,11,3
C000714,R003,H0316,P002,2025-06-01,F2F,19,8
C000715,R003,H0417,P005,2026-03-22,Virtual,30,2
C000716,R003,H0450,P005,2025-12-24,F2F,25,2
C000717,R003,H0334,P002,2026-01-02,F2F,24,4
C000718,R003,H0370,P002,2026-01-29,F2F,14,1
C000719,R003,H0316,P002,2025-07-11,F2F,33,6
C000720,R003,H0056,P002,2026-03-03,F2F,5,2
C000721,R003,H0046,P001,2025-12-30,F2F,33,0
C000722,R003,H0139,P005,2025-05-16,F2F,26,1
C000723,R003,H0309,P004,2026-04-22,F2F,8,7
C000724,R003,H0491,P002,2025-05-05,Virtual,28,0
C000725,R003,H0098,P004,2026-03-11,F2F,30,3
C000726,R003,H0246,P003,2026-04-26,Virtual,5,3
C000727,R003,H0479,P005,2025-09-20,F2F,10,8
C000728,R003,H0412,P004,2026-02-26,Virtual,28,1
C000729,R003,H0493,P002,2026-02-16,Virtual,33,8
C000730,R003,H0073,P004,2026-04-20,F2F,26,8
C000731,R003,H0270,P001,2025-12-05,F2F,32,5
C000732,R003,H0496,P005,2025-08-08,F2F,7,0
C000733,R003,H0303,P002,2025-10-16,F2F,7,1
C000734,R003,H0153,P004,2025-12-08,F2F,23,5
C000735,R003,H0422,P004,2025-06-07,F2F,29,1
C000736,R003,H0491,P003,2025-06-01,F2F,17,5
C000737,R003,H0432,P002,2025-12-13,F2F,14,6
C000738,R003,H0046,P005,2026-04-12,F2F,22,0
C000739,R003,H0479,P001,2025-11-12,F2F,8,6
C000740,R003,H0479,P002,2025-11-13,F2F,30,6
C000741,R003,H0216,P003,2025-06-22,F2F,24,1
C000742,R003,H0242,P005,2025-07-10,F2F,6,2
C000743,R003,H0493,P003,2026-02-25,Virtual,6,3
C000744,R003,H0412,P005,2025-08-11,Virtual,30,1
C000745,R003,H0152,P001,2025-08-21,F2F,25,3
C000746,R003,H0242,P003,2025-05-06,F2F,16,0
C000747,R003,H0288,P005,2025-12-12,Virtual,25,5
C000748,R003,H0496,P002,2025-05-16,Virtual,11,4
C000749,R003,H0216,P004,2025-09-12,Virtual,15,8
C000750,R003,H0417,P004,2026-04-12,Virtual,17,1
C000751,R003,H0234,P001,2025-07-06,Virtual,11,8
C000752,R003,H0369,P005,2026-03-12,Virtual,32,8
C000753,R003,H0010,P005,2025-09-04,F2F,25,4
C000754,R003,H0212,P005,2025-12-27,F2F,10,8
C000755,R003,H0412,P005,2025-08-20,F2F,18,6
C000756,R003,H0491,P004,2025-06-13,F2F,19,8
C000757,R003,H0105,P002,2025-08-28,F2F,25,1
C000758,R003,H0153,P002,2026-01-12,F2F,30,4
C000759,R003,H0270,P005,2025-06-06,F2F,6,8
C000760,R003,H0017,P001,2025-10-16,F2F,14,4
C000761,R003,H0246,P005,2026-03-06,Virtual,32,8
C000762,R003,H0105,P002,2025-10-01,F2F,31,5
C000763,R003,H0493,P002,2025-11-20,Virtual,12,3
C000764,R003,H0432,P005,2025-12-17,F2F,16,2
C000765,R003,H0098,P003,2026-04-03,F2F,15,3
C000766,R003,H0242,P002,2025-05-17,Virtual,9,5
C000767,R003,H0369,P005,2025-11-14,Virtual,20,1
C000768,R003,H0108,P004,2026-04-11,Virtual,6,7
C000769,R003,H0270,P005,2025-08-10,F2F,34,6
C000770,R003,H0309,P004,2025-08-28,F2F,26,8
C000771,R003,H0270,P005,2025-05-30,F2F,21,0
C000772,R003,H0145,P002,2025-11-27,F2F,10,1
C000773,R003,H0046,P001,2025-12-01,F2F,28,1
C000774,R003,H0198,P003,2026-02-19,F2F,23,3
C000775,R003,H0268,P001,2025-05-04,Virtual,19,1
C000776,R003,H0010,P005,2025-06-16,F2F,25,7
C000777,R003,H0010,P004,2026-03-13,F2F,19,6
C000778,R003,H0017,P002,2026-02-16,F2F,17,0
C000779,R003,H0412,P005,2026-03-18,F2F,26,1
C000780,R003,H0198,P004,2026-01-08,F2F,29,8
C000781,R003,H0412,P001,2025-11-05,F2F,29,1
C000782,R003,H0417,P004,2025-08-15,F2F,19,0
C000783,R003,H0388,P004,2026-04-21,F2F,17,5
C000784,R003,H0300,P004,2025-06-28,Virtual,15,7
C000785,R003,H0105,P001,2026-02-05,Virtual,27,7
C000786,R003,H0010,P004,2025-09-20,Virtual,10,0
C000787,R003,H0303,P001,2025-07-03,F2F,10,1
C000788,R003,H0252,P001,2025-09-17,Virtual,19,5
C000789,R003,H0316,P004,2025-05-18,Virtual,19,0
C000790,R003,H0496,P002,2025-05-03,F2F,29,6
C000791,R003,H0493,P003,2025-12-02,F2F,5,5
C000792,R003,H0185,P002,2025-06-19,Virtual,28,2
C000793,R003,H0185,P002,2026-01-18,F2F,31,5
C000794,R003,H0491,P004,2025-10-13,Virtual,5,6
C000795,R003,H0056,P004,2025-08-17,F2F,12,1
C000796,R003,H0015,P002,2025-08-20,F2F,14,7
C000797,R003,H0212,P003,2026-01-30,Virtual,13,1
C000798,R003,H0370,P003,2025-11-08,F2F,14,3
C000799,R003,H0056,P001,2025-08-13,F2F,12,7
C000800,R003,H0198,P005,2025-05-13,Virtual,32,5
C000801,R003,H0496,P004,2026-04-06,Virtual,30,3
C000802,R003,H0038,P002,2026-01-07,F2F,35,3
C000803,R003,H0270,P002,2025-07-12,Virtual,9,1
C000804,R003,H0098,P002,2026-02-06,Virtual,12,8
C000805,R003,H0334,P004,2025-12-26,F2F,10,3
C000806,R003,H0491,P001,2025-09-05,F2F,14,7
C000807,R003,H0432,P005,2026-01-02,F2F,35,5
C000808,R003,H0234,P005,2025-11-12,F2F,32,1
C000809,R003,H0171,P003,2025-07-29,F2F,17,7
C000810,R003,H0158,P002,2025-08-06,F2F,5,8
C000811,R003,H0085,P002,2025-05-20,F2F,17,2
C000812,R003,H0108,P005,2025-05-18,F2F,25,0
C000813,R003,H0133,P005,2025-06-17,F2F,17,1
C000814,R003,H0105,P003,2025-12-03,Virtual,31,6
C000815,R003,H0309,P004,2025-10-02,F2F,23,4
C000816,R003,H0105,P005,2026-02-18,F2F,31,2
C000817,R003,H0010,P001,2025-11-20,F2F,5,2
C000818,R003,H0388,P005,2025-06-05,F2F,21,6
C000819,R003,H0158,P002,2025-11-08,Virtual,27,2
C000820,R003,H0212,P002,2025-06-26,F2F,23,3
C000821,R003,H0098,P005,2025-05-31,Virtual,30,3
C000822,R003,H0387,P004,2025-09-28,F2F,17,1
C000823,R003,H0432,P005,2025-05-04,F2F,8,3
C000824,R003,H0010,P005,2026-03-05,F2F,34,7
C000825,R004,H0050,P001,2025-10-30,F2F,30,1
C000826,R004,H0135,P004,2026-04-23,F2F,28,2
C000827,R004,H0001,P004,2025-07-02,F2F,35,3
C000828,R004,H0082,P001,2025-11-01,F2F,30,5
C000829,R004,H0001,P003,2025-11-14,F2F,24,3
C000830,R004,H0393,P004,2026-01-10,F2F,14,8
C000831,R004,H0107,P004,2026-04-03,F2F,8,6
C000832,R004,H0459,P001,2025-10-15,F2F,29,4
C000833,R004,H0278,P002,2025-07-09,F2F,7,5
C000834,R004,H0332,P004,2025-06-29,F2F,7,1
C000835,R004,H0142,P001,2026-02-28,Virtual,28,1
C000836,R004,H0107,P001,2025-10-08,F2F,23,0
C000837,R004,H0278,P003,2025-11-15,F2F,15,5
C000838,R004,H0383,P005,2026-04-05,Virtual,8,6
C000839,R004,H0459,P001,2025-12-22,F2F,9,4
C000840,R004,H0383,P003,2026-04-06,F2F,24,5
C000841,R004,H0436,P004,2025-08-24,F2F,34,2
C000842,R004,H0401,P001,2025-11-17,F2F,18,7
C000843,R004,H0082,P003,2026-02-05,F2F,8,2
C000844,R004,H0107,P005,2026-04-29,F2F,19,2
C000845,R004,H0001,P003,2026-03-30,F2F,16,1
C000846,R004,H0385,P003,2025-12-05,Virtual,34,0
C000847,R004,H0383,P004,2025-12-29,Virtual,35,0
C000848,R004,H0321,P002,2026-01-19,F2F,23,6
C000849,R004,H0332,P004,2025-09-01,F2F,20,4
C000850,R004,H0037,P001,2025-06-12,F2F,20,8
C000851,R004,H0050,P003,2026-02-28,Virtual,17,7
C000852,R004,H0001,P001,2025-10-14,F2F,27,8
C000853,R004,H0135,P001,2026-02-09,F2F,7,8
C000854,R004,H0135,P001,2026-03-03,Virtual,5,8
C000855,R004,H0125,P001,2026-02-19,Virtual,25,2
C000856,R004,H0383,P002,2025-09-09,F2F,7,1
C000857,R004,H0500,P003,2025-10-01,F2F,35,8
C000858,R004,H0002,P003,2026-01-29,F2F,9,7
C000859,R004,H0385,P005,2025-06-20,F2F,12,0
C000860,R004,H0353,P003,2025-10-01,Virtual,35,2
C000861,R004,H0254,P005,2026-03-15,F2F,7,8
C000862,R004,H0436,P004,2025-11-12,Virtual,17,7
C000863,R004,H0208,P004,2025-09-08,F2F,35,2
C000864,R004,H0332,P003,2025-09-15,Virtual,27,5
C000865,R004,H0321,P001,2025-10-18,F2F,9,3
C000866,R004,H0321,P005,2025-08-22,F2F,35,1
C000867,R004,H0208,P005,2026-01-25,F2F,23,7
C000868,R004,H0050,P005,2025-10-26,F2F,22,4
C000869,R004,H0436,P001,2025-05-05,Virtual,26,2
C000870,R004,H0075,P004,2026-03-24,F2F,27,3
C000871,R004,H0436,P004,2025-12-06,Virtual,14,1
C000872,R004,H0125,P005,2025-06-10,F2F,28,3
C000873,R004,H0332,P005,2025-05-30,F2F,28,4
C000874,R004,H0002,P003,2025-07-08,F2F,35,0
C000875,R004,H0082,P004,2026-04-13,Virtual,31,8
C000876,R004,H0436,P003,2026-03-20,F2F,11,4
C000877,R004,H0050,P003,2025-05-04,F2F,15,4
C000878,R004,H0385,P005,2025-08-04,F2F,16,0
C000879,R004,H0445,P003,2026-01-07,Virtual,7,8
C000880,R004,H0277,P003,2025-07-03,F2F,5,2
C000881,R004,H0500,P001,2025-12-27,F2F,16,4
C000882,R004,H0385,P004,2025-12-11,F2F,10,2
C000883,R004,H0002,P001,2025-08-06,F2F,6,2
C000884,R004,H0082,P003,2026-01-01,F2F,8,6
C000885,R004,H0383,P002,2025-11-21,F2F,9,1
C000886,R004,H0082,P002,2025-10-24,F2F,29,3
C000887,R004,H0082,P004,2025-10-23,F2F,24,0
C000888,R004,H0125,P003,2026-01-17,Virtual,12,4
C000889,R004,H0082,P004,2026-04-27,F2F,27,8
C000890,R004,H0500,P002,2026-02-27,Virtual,12,1
C000891,R004,H0353,P002,2025-08-07,Virtual,18,0
C000892,R004,H0445,P002,2025-05-27,F2F,18,8
C000893,R004,H0332,P004,2025-10-20,F2F,20,0
C000894,R004,H0445,P004,2025-09-21,F2F,27,6
C000895,R004,H0436,P005,2025-05-01,F2F,26,5
C000896,R004,H0436,P005,2025-12-28,F2F,34,1
C000897,R004,H0135,P001,2026-04-08,F2F,26,8
C000898,R004,H0345,P005,2025-11-01,F2F,28,8
C000899,R004,H0027,P004,2025-06-24,Virtual,25,1
C000900,R004,H0016,P002,2026-04-01,Virtual,11,7
C000901,R004,H0135,P001,2026-02-04,F2F,14,7
C000902,R004,H0436,P003,2025-08-07,F2F,22,4
C000903,R004,H0107,P003,2025-09-18,Virtual,14,0
C000904,R004,H0277,P005,2026-04-21,Virtual,28,6
C000905,R004,H0346,P002,2025-12-11,F2F,22,6
C000906,R004,H0345,P001,2025-08-20,F2F,33,8
C000907,R004,H0436,P002,2025-08-30,F2F,6,2
C000908,R004,H0157,P002,2025-09-05,Virtual,22,1
C000909,R004,H0254,P002,2025-10-25,F2F,15,1
C000910,R004,H0142,P003,2026-03-10,F2F,15,0
C000911,R004,H0459,P003,2025-10-30,Virtual,28,4
C000912,R004,H0445,P003,2025-05-09,F2F,28,6
C000913,R004,H0135,P004,2025-12-13,Virtual,15,4
C000914,R004,H0002,P005,2026-03-19,F2F,9,7
C000915,R004,H0445,P002,2025-12-09,F2F,9,7
C000916,R004,H0415,P003,2025-08-01,F2F,10,2
C000917,R004,H0016,P003,2025-07-23,Virtual,31,6
C000918,R004,H0415,P001,2025-07-13,F2F,18,3
C000919,R004,H0383,P003,2025-05-07,F2F,17,6
C000920,R004,H0142,P005,2025-05-07,F2F,9,3
C000921,R004,H0277,P003,2026-03-18,F2F,30,0
C000922,R004,H0142,P002,2025-10-21,F2F,11,2
C000923,R004,H0075,P005,2025-10-17,F2F,9,3
C000924,R004,H0125,P002,2026-04-20,F2F,25,8
C000925,R004,H0500,P002,2025-05-23,F2F,22,4
C000926,R004,H0075,P005,2025-11-29,Virtual,5,3
C000927,R004,H0321,P001,2025-12-05,F2F,9,5
C000928,R004,H0385,P005,2026-04-16,F2F,26,1
C000929,R004,H0135,P004,2025-09-22,F2F,7,5
C000930,R004,H0385,P002,2026-01-27,F2F,24,2
C000931,R004,H0353,P002,2026-04-07,F2F,24,4
C000932,R004,H0393,P003,2026-01-11,F2F,34,4
C000933,R004,H0278,P005,2025-05-02,Virtual,29,2
C000934,R004,H0385,P004,2026-02-20,F2F,35,4
C000935,R004,H0345,P001,2025-11-14,F2F,15,7
C000936,R004,H0383,P004,2025-05-09,F2F,22,7
C000937,R004,H0393,P003,2025-10-26,F2F,32,2
C000938,R004,H0500,P005,2025-07-13,F2F,12,3
C000939,R004,H0075,P002,2025-07-10,F2F,35,2
C000940,R004,H0075,P003,2025-12-04,F2F,6,1
C000941,R004,H0100,P001,2026-03-01,Virtual,5,2
C000942,R004,H0345,P003,2025-06-09,F2F,23,6
C000943,R004,H0254,P003,2025-08-02,F2F,28,2
C000944,R004,H0027,P004,2025-07-28,Virtual,5,6
C000945,R004,H0277,P002,2025-08-17,F2F,24,0
C000946,R004,H0002,P004,2026-02-11,F2F,31,7
C000947,R004,H0075,P002,2025-11-07,F2F,11,4
C000948,R004,H0002,P005,2025-06-09,F2F,24,5
C000949,R004,H0385,P005,2025-09-22,Virtual,22,1
C000950,R004,H0436,P001,2026-03-02,F2F,29,4
C000951,R004,H0353,P001,2025-08-12,F2F,12,4
C000952,R004,H0353,P004,2026-02-16,F2F,23,7
C000953,R004,H0277,P005,2025-10-09,F2F,35,4
